 ,Mean,StdDev,Min,Max
1,706.755,86.104,321,1042
2,618.438,79.566,312,924
3,700.867,58.643,310,1873
4,613.253,79.034,311,976
5,740.234,116.477,359,2168
6,648.258,110.097,321,1609
7,747.830,120.482,377,2321
8,663.362,99.368,375,2118
9,641.787,73.491,431,1242
10,735.285,126.027,444,2252
11,891.077,174.004,510,2899
12,769.161,139.325,459,1965
13,950.030,231.801,468,3973
14,742.500,146.134,444,2504
15,732.995,131.632,417,2239
16,698.983,126.618,367,2644
17,665.732,91.306,325,2457
18,681.443,111.871,303,1705
19,761.393,143.560,375,2627
20,660.482,103.745,287,2337
21,636.307,90.783,318,1556
22,592.081,91.033,268,1050
23,635.941,99.867,329,1025
24,589.626,96.022,277,3215
25,576.330,73.972,342,3050
26,575.878,77.413,268,1947
27,667.441,133.604,336,2430
28,603.969,92.498,333,1913
29,595.700,84.998,335,1173
30,572.249,61.137,358,1794
31,560.467,74.039,339,962
32,618.366,67.767,366,1060
33,717.762,134.941,382,1717
34,775.826,125.254,454,2473
35,912.303,261.621,465,3400
36,981.847,188.231,506,2644
37,898.763,210.867,471,2511
38,724.073,112.766,383,1863
39,620.511,84.568,352,1233
40,599.668,96.098,387,1348
41,609.923,83.822,312,1496
42,588.666,89.549,330,1685
43,597.638,86.306,282,1082
44,579.186,80.712,345,883
45,656.817,75.079,279,915
46,592.536,82.907,298,959
47,646.823,73.679,294,4913
48,542.419,68.385,302,1233
49,637.835,81.526,329,2274
50,571.391,83.005,299,1886
51,623.207,97.498,327,1555
52,576.786,63.250,302,821
53,568.970,82.435,324,958
54,664.174,124.245,354,1554
55,641.600,97.297,334,1403
56,649.243,89.990,397,1503
57,652.056,100.661,324,1220
58,716.995,101.653,423,1502
59,818.723,196.614,384,2740
60,729.357,114.318,343,1695
61,692.765,120.590,346,2369
62,587.421,72.264,305,2004
63,632.103,94.977,323,2064
64,581.669,95.388,284,1641
65,619.097,96.077,368,1319
66,582.275,71.845,265,926
67,584.385,69.439,318,830
68,578.840,66.564,276,831
69,611.550,66.049,311,1547
70,585.907,66.298,292,1655
71,615.614,85.917,305,2533
72,649.632,96.189,283,1034
73,656.314,90.648,297,1125
74,625.745,78.394,272,1220
75,579.340,72.738,308,976
76,631.902,86.738,282,1028
77,600.430,84.324,329,1756
78,629.079,82.721,283,1026
79,558.826,72.434,340,1201
80,570.731,62.182,272,818
81,633.543,102.125,327,1201
82,616.401,93.917,289,1088
83,679.003,107.684,277,1439
84,570.922,103.570,326,1040
85,594.813,82.525,262,944
86,604.227,114.163,282,1075
87,651.043,93.276,256,1322
88,615.037,97.129,271,1067
89,647.094,30.233,443,779
90,831.756,67.597,591,1042
91,800.399,40.466,608,974
92,710.860,46.720,500,881
93,765.281,36.909,590,924
94,692.764,48.991,513,860
95,740.775,41.694,562,932
96,737.465,42.661,556,943
97,758.383,40.388,578,932
98,779.496,63.060,515,970
99,688.740,33.444,536,846
100,665.483,43.741,503,833
101,670.608,54.424,439,1010
102,759.755,48.749,559,996
103,868.932,57.498,642,1164
104,671.190,46.641,465,872
105,834.960,40.583,611,1025
106,802.547,71.565,533,1021
107,803.481,74.493,556,1146
108,899.160,71.367,640,1183
109,717.712,41.175,554,910
110,791.488,78.099,565,1188
111,710.865,36.214,540,897
112,725.476,41.437,542,909
113,654.885,53.783,473,847
114,734.964,41.621,560,882
115,723.537,41.878,561,932
116,749.688,64.215,539,1058
117,866.850,53.221,638,1111
118,797.008,65.306,579,1096
119,975.757,154.063,547,1566
120,873.095,93.012,592,1223
121,1026.953,88.735,758,1500
122,897.720,94.529,579,1226
123,760.142,60.878,547,1214
124,982.025,92.800,679,1419
125,864.617,124.096,494,1360
126,1011.844,100.271,666,1341
127,1129.012,123.938,741,1736
128,743.672,55.453,542,973
129,793.375,49.514,610,1047
130,969.934,74.401,647,1415
131,706.084,54.968,498,894
132,845.452,89.426,580,1522
133,815.645,70.885,612,1459
134,870.758,131.778,578,1555
135,711.207,59.355,504,1041
136,756.708,79.729,509,1079
137,624.934,48.083,441,841
138,682.675,44.192,521,877
139,785.786,54.919,576,1260
140,742.280,63.909,524,1041
141,839.942,68.240,575,1137
142,693.828,79.664,500,1292
143,753.747,92.825,518,1069
144,846.059,116.212,556,1843
145,898.046,49.413,670,1182
146,830.163,75.012,558,1165
147,710.140,45.760,472,933
148,771.604,58.445,475,982
149,627.551,54.440,444,826
150,863.417,47.727,637,1030
151,675.621,40.645,542,948
152,685.182,59.843,471,864
153,774.395,51.969,559,966
154,667.946,38.605,477,815
155,798.545,50.299,581,955
156,734.599,42.151,506,893
157,780.032,71.866,547,1000
158,579.210,38.565,446,725
159,788.904,72.385,554,1004
160,702.468,38.573,486,857
161,650.721,38.850,469,824
162,676.996,37.923,417,1544
163,682.151,51.527,466,841
164,560.230,42.972,429,717
165,677.086,43.722,466,860
166,711.953,37.534,524,958
167,726.360,70.078,489,1024
168,904.859,93.767,635,1402
169,701.534,57.490,499,943
170,729.619,74.260,487,1057
171,650.548,44.301,495,816
172,710.814,37.944,532,876
173,778.363,61.989,540,963
174,642.002,28.735,509,762
175,636.409,40.180,470,785
176,577.495,34.118,379,701
177,599.043,31.250,470,714
178,682.098,33.571,509,840
179,642.597,37.112,450,778
180,692.168,41.903,491,864
181,597.172,43.825,449,744
182,626.092,42.155,449,773
183,635.347,33.113,481,778
184,746.254,47.105,550,928
185,713.982,52.113,530,977
186,994.231,91.945,729,1403
187,668.848,56.321,502,923
188,857.863,110.763,548,1728
189,783.476,75.087,549,1227
190,937.510,186.432,604,2100
191,980.134,99.807,654,1552
192,1507.636,216.266,956,2193
193,929.267,139.088,578,1449
194,1069.612,143.070,722,1679
195,990.451,108.915,669,1455
196,1020.540,140.947,653,1620
197,1096.495,151.036,674,1686
198,931.969,107.336,629,1497
199,958.869,173.623,529,1905
200,740.664,72.987,526,1219
201,852.676,105.118,597,1544
202,801.245,86.075,583,1248
203,666.807,42.464,480,895
204,724.215,46.639,532,940
205,718.110,48.369,541,949
206,606.770,46.939,436,782
207,766.550,87.439,511,1322
208,695.936,40.598,511,869
209,674.073,48.012,483,1043
210,669.820,60.327,431,900
211,665.827,39.325,508,861
