 ,Mean,StdDev,Min,Max
1,679.392,82.489,286,966
2,600.931,75.952,308,888
3,686.112,57.267,306,1046
4,595.654,71.831,303,921
5,626.931,66.980,333,886
6,602.595,88.588,306,959
7,626.568,73.629,332,941
8,574.418,69.176,350,839
9,563.912,65.722,369,824
10,581.859,78.523,340,940
11,587.634,82.879,389,967
12,603.570,79.709,364,948
13,587.969,98.815,359,966
14,617.273,76.967,365,1489
15,602.908,75.430,340,878
16,587.466,68.983,334,903
17,594.996,62.233,321,2082
18,548.741,77.595,301,1121
19,632.936,71.845,364,1792
20,578.931,83.203,271,1866
21,590.038,71.014,304,1259
22,567.323,85.435,261,941
23,602.404,92.519,308,949
24,558.610,85.518,276,965
25,553.971,68.976,333,1649
26,545.095,75.101,260,829
27,554.241,74.703,308,1808
28,543.297,74.447,310,845
29,557.995,68.658,344,863
30,552.491,60.748,314,882
31,510.313,64.054,300,779
32,537.611,55.668,303,792
33,515.898,76.619,329,859
34,601.372,56.642,391,819
35,543.801,89.000,338,877
36,568.781,66.133,326,858
37,568.005,68.208,357,837
38,568.517,69.423,357,2059
39,531.091,64.050,297,791
40,536.506,70.389,339,828
41,550.779,55.598,297,796
42,522.422,84.539,262,833
43,554.834,69.791,283,851
44,558.866,77.698,331,836
45,633.337,73.884,275,874
46,566.904,72.240,304,895
47,633.548,70.565,299,2928
48,524.706,65.045,287,1060
49,605.755,71.177,317,867
50,539.891,70.560,296,859
51,596.292,81.060,329,914
52,572.085,60.435,308,813
53,540.262,79.249,299,845
54,540.319,62.239,277,810
55,562.681,70.872,317,1250
56,528.789,59.698,320,770
57,547.797,68.456,299,818
58,553.958,57.462,352,774
59,603.878,89.345,317,989
60,591.572,66.707,315,893
61,601.300,74.093,315,1690
62,542.050,63.159,281,1671
63,585.047,73.708,262,894
64,527.009,74.807,254,932
65,578.545,82.414,323,925
66,566.009,65.681,266,810
67,573.651,67.088,326,817
68,566.014,65.389,266,830
69,599.147,61.635,294,934
70,578.231,65.747,281,844
71,586.643,66.716,286,869
72,612.469,88.928,279,1006
73,623.035,75.193,299,940
74,601.846,72.881,271,836
75,555.284,66.648,301,818
76,588.616,72.449,269,882
77,553.219,65.813,312,813
78,600.927,69.893,275,886
79,524.691,64.930,311,762
80,552.484,62.202,277,804
81,553.871,86.654,302,925
82,573.646,80.464,276,894
83,599.296,81.831,265,921
84,538.031,86.687,307,918
85,565.838,73.898,258,861
86,573.409,107.048,269,1041
87,610.333,80.376,247,1037
88,592.559,91.828,266,1040
89,619.403,25.306,450,729
90,789.811,61.813,569,953
91,769.081,38.350,592,943
92,687.604,42.535,486,831
93,744.182,31.830,551,888
94,671.653,46.774,515,828
