 ,Mean,StdDev,Min,Max
1,612.339,78.687,356,925
2,572.346,102.444,275,1016
3,585.904,61.490,364,1095
4,589.509,123.247,268,2021
5,681.661,105.592,366,1961
6,570.121,130.878,306,1727
7,592.694,70.239,361,950
8,550.858,90.400,299,1125
9,837.341,232.452,351,2832
10,699.505,183.678,326,3771
11,1259.964,376.414,376,4370
12,799.742,216.326,312,2927
13,941.735,282.264,350,3977
14,673.013,128.310,313,1624
15,873.983,273.371,385,3068
16,627.984,130.264,330,2024
17,698.743,136.320,353,2912
18,575.473,111.110,287,1058
19,686.613,115.528,369,1868
20,586.215,108.976,301,1865
21,711.778,146.102,339,1802
22,610.142,95.419,284,1123
23,557.005,84.147,288,893
24,552.924,75.775,335,868
25,570.715,77.872,303,895
26,652.649,156.691,352,2450
27,726.013,178.917,324,2525
28,933.738,242.948,453,2789
29,771.182,197.728,316,2554
30,959.473,236.458,434,3967
31,819.456,191.756,378,3023
32,1520.812,457.587,469,4008
33,1221.514,427.575,425,3581
34,1457.114,456.156,461,3818
35,1023.740,391.513,377,3384
36,1478.668,484.995,406,4531
37,1251.687,427.607,384,4267
38,1607.050,519.746,434,4490
39,960.939,337.358,367,2950
40,1155.053,432.053,386,4248
41,825.043,211.991,330,2619
42,867.985,223.332,336,2245
43,703.652,139.177,305,2420
44,573.534,99.171,279,1008
45,634.441,106.424,380,1120
46,578.748,94.491,341,1505
47,740.277,166.421,379,2012
48,630.384,123.224,356,1423
49,1284.438,412.007,435,3994
50,1422.843,442.359,430,4309
51,1510.238,601.639,396,4785
52,1585.587,504.360,560,4203
53,1469.910,463.274,436,4176
54,1370.367,430.849,552,4086
55,1553.898,565.574,431,6482
56,1479.883,546.118,470,5204
57,1357.453,453.249,406,3985
58,1508.151,549.367,432,6550
59,1429.033,514.680,418,6148
60,1551.674,584.224,461,4704
61,1344.071,416.332,398,3417
62,1017.018,354.438,357,4119
63,986.092,295.869,395,3876
64,851.661,318.808,329,3750
65,641.480,109.770,348,1397
66,532.541,85.542,285,906
67,628.310,115.504,302,1081
68,642.818,127.250,303,1207
69,748.984,167.543,335,2498
70,633.385,129.084,345,1246
71,770.653,182.637,308,3198
72,656.596,112.008,329,1753
73,1019.049,258.364,353,2795
74,639.751,99.176,347,1373
75,1086.907,339.147,444,3168
76,627.980,76.655,346,1077
77,861.574,224.797,407,2464
78,699.984,143.088,328,2264
79,1061.807,308.075,410,3154
80,869.048,277.064,366,3035
81,1033.651,277.524,364,3501
82,755.857,242.720,328,2556
83,672.472,111.953,319,1424
84,543.374,80.250,323,883
85,626.664,102.469,300,1172
86,592.188,108.316,303,1132
87,618.713,103.645,309,1326
88,566.586,82.934,328,889
89,740.884,65.891,484,923
90,708.863,34.468,542,853
91,702.577,44.066,529,871
92,809.922,77.314,532,1002
93,655.344,37.184,493,828
94,639.294,46.523,473,811
95,625.163,50.794,456,909
96,638.746,41.418,398,807
97,693.502,46.580,486,879
98,708.529,80.911,469,1174
99,805.612,72.780,511,1047
100,669.659,84.675,463,1307
101,781.380,95.326,497,1142
