 ,Mean,StdDev,Min,Max
1,832.341,132.992,405,1344
2,839.939,168.513,444,1502
3,2751.865,1223.820,670,9328
4,3570.214,1777.862,794,14434
5,5445.419,2740.208,950,22173
6,5336.014,2894.142,927,25947
7,4277.235,2446.226,720,19566
8,3841.819,2333.223,769,19870
9,6794.284,3280.860,924,22927
10,5023.082,2787.906,986,24031
11,12056.500,4855.813,1523,37105
12,7490.527,4137.993,1041,33391
13,8793.877,4904.794,1279,46030
14,4308.458,2375.576,672,19616
15,5574.011,2753.964,1047,18623
16,1082.149,337.140,459,3228
17,1288.418,345.553,693,4651
18,936.096,239.554,400,2314
19,2975.478,1418.258,780,10728
20,2913.726,1630.577,598,12956
21,4404.284,2447.991,887,18019
22,1966.390,1264.330,502,11073
23,1156.704,639.848,414,8036
24,1616.963,920.729,553,9415
25,2873.179,1805.012,694,16781
26,5001.825,2645.674,642,18683
27,6168.867,3613.658,797,32426
28,1868.144,706.656,598,7740
29,1811.850,895.977,493,9722
30,1989.650,649.585,707,6356
31,5537.505,2540.656,1312,25188
32,13438.172,5382.546,1715,39000
33,11311.647,5175.084,1688,38355
34,12647.649,5574.984,1543,38624
35,8980.973,5140.949,1299,37091
36,7843.491,3387.140,844,28270
37,7377.301,3136.197,1013,28074
38,9590.831,3786.647,1239,26706
39,5409.949,2592.729,1069,21849
40,6938.568,3364.506,1129,28282
41,3971.462,1718.946,894,16584
42,4986.983,2089.401,684,14778
43,4577.438,2198.981,812,23759
44,4302.762,2372.327,562,20795
45,3574.824,2617.735,728,18995
46,3117.551,1980.097,573,15322
47,1111.873,290.288,486,3026
48,1062.405,303.512,508,2693
49,1744.747,519.879,549,4635
50,2092.790,728.243,538,6284
51,2335.068,843.577,764,7247
52,2730.951,804.829,918,6513
53,11147.644,4686.503,1466,35805
54,12248.826,5165.783,2093,40614
55,11905.820,5289.522,1383,35856
56,8488.143,3637.831,1464,27859
57,2024.478,716.467,521,6983
58,2331.646,883.655,582,8961
59,2226.889,747.251,659,8521
60,8875.443,3853.901,1054,28565
61,12691.053,5385.502,1476,35283
62,6488.118,2997.096,1105,26011
63,1672.000,537.821,535,6523
64,1470.945,559.848,528,5902
65,1028.334,257.642,445,3252
66,2657.895,1809.697,411,11625
67,2592.211,1557.886,558,11911
68,2212.401,1266.467,423,10102
69,1057.148,263.323,399,2592
70,938.888,246.341,404,2098
71,1176.084,295.837,529,5077
72,4891.110,3072.262,646,29062
73,7410.420,3589.847,1101,23774
74,6555.018,4093.182,739,31992
75,10408.312,4901.456,1439,36509
76,5810.045,3561.913,720,26632
77,7758.066,3743.965,944,29435
78,3682.287,2025.465,539,19283
79,1528.017,558.280,619,4818
80,1259.937,456.536,421,4256
81,1809.793,549.572,501,6347
82,6880.482,4080.608,743,31378
83,6991.199,3652.621,1057,26169
84,3186.295,2115.793,548,17941
85,1145.557,271.708,498,4316
86,950.103,271.910,385,3077
87,936.707,177.004,378,2058
88,3055.087,2214.030,532,14063
89,1071.329,112.041,704,1344
90,949.012,50.741,705,1205
91,999.922,83.236,681,1276
92,1213.785,140.497,741,1502
93,1004.297,72.864,747,1291
94,987.818,87.830,713,1354
95,3252.250,1145.396,1374,8244
96,2014.828,614.452,863,5314
97,2390.767,883.710,991,6620
98,4537.207,1650.537,1546,11447
99,3711.636,1451.771,1600,10438
100,2646.312,1234.110,1030,9434
101,6370.481,2677.138,2190,15690
102,4824.674,1754.169,1497,11374
103,5330.166,2987.379,1189,20740
104,9476.906,3646.394,2109,25947
105,7418.913,3611.326,1637,18604
106,4309.847,1967.750,1365,12144
107,5198.805,2211.311,1590,14595
108,5472.240,2262.241,1370,13016
109,3395.029,1353.986,1153,7832
110,6097.513,3004.637,1586,19870
111,2919.495,1150.286,1273,7686
112,4035.064,1805.607,1421,14494
113,4688.634,1670.068,1520,13560
114,9831.639,3871.858,1609,21491
115,7387.724,2721.988,1899,19755
116,2092.420,1137.976,1137,10254
117,8032.249,2381.075,2536,17735
118,4380.086,2243.911,2092,24031
119,11964.238,4121.560,3312,29306
120,11381.192,3909.034,2433,26461
121,11327.106,4953.254,1897,31485
122,10198.548,4436.383,2575,23990
123,8258.084,3655.399,2459,20785
124,5387.225,2488.760,1931,17122
125,8436.076,3230.677,2650,20672
126,10711.881,4727.767,1853,26898
127,6993.839,2945.608,1810,17650
128,5444.261,2700.325,2094,18328
129,2746.810,1192.791,1231,8019
130,3817.982,1398.662,1689,9433
131,3755.574,2143.646,1309,14685
132,5525.449,2509.436,1528,15336
133,7223.935,3225.045,1543,18623
134,1163.532,98.632,833,1658
135,1200.794,113.272,784,1534
136,1830.691,284.925,1123,3157
137,1150.327,105.074,743,1395
138,1774.917,361.082,1013,4651
139,1711.073,233.798,1093,2793
140,1298.188,74.250,933,1669
141,1032.768,69.401,777,1336
142,1400.915,206.656,930,2314
143,2811.915,1253.978,1100,8793
144,2944.158,917.072,1134,6640
145,3620.989,1559.688,1252,10728
146,2986.085,1419.990,1063,9446
147,3168.783,1581.271,1174,9907
148,2795.326,1338.088,1168,10942
149,2661.310,1150.095,1260,9003
150,4651.955,1796.804,1394,14166
151,4893.403,2282.938,1621,12099
152,2220.391,1280.222,999,8174
153,1522.556,661.767,829,5108
154,2173.342,943.044,1152,8425
155,907.469,137.612,686,1670
156,992.807,187.037,620,2543
157,1320.743,418.464,783,4070
158,1781.690,1148.227,765,9415
159,2201.159,1289.193,785,8085
160,1747.897,796.141,881,6854
161,1803.381,797.839,965,7774
162,3051.436,1506.055,1107,9304
163,3060.669,1519.414,1250,9131
164,4340.997,1919.453,1482,12396
165,4939.134,2063.999,1620,13796
166,6292.769,2917.928,1165,16409
167,8227.081,3795.822,2203,19883
168,5645.697,2895.470,1611,20563
169,4511.904,2525.124,1618,17217
170,2728.756,982.575,1296,7740
171,2583.769,726.462,1303,5626
172,1742.468,168.545,1085,2271
173,3058.219,871.440,1641,7526
174,2812.981,788.086,1469,6663
175,1544.670,174.777,916,1941
176,2543.516,619.786,1361,5678
177,1774.549,127.652,1271,2260
178,2847.156,496.250,1244,4348
179,5815.466,2085.019,2394,13923
180,5761.753,1600.614,2735,12711
