 ,Mean,StdDev,Min,Max
1,809.210,124.944,416,1285
2,808.603,157.227,456,1438
3,2772.108,1264.977,671,9804
4,3559.935,1829.239,765,14637
5,4965.686,2479.697,867,19028
6,4675.235,2528.566,831,23297
7,3827.238,2142.334,672,17455
8,3396.193,2003.866,724,17027
9,6459.289,3175.580,902,21690
10,4634.551,2546.886,966,22222
11,11873.354,4715.100,1507,35064
12,7097.620,3849.226,987,29322
13,8283.675,4473.548,1235,39920
14,4152.847,2271.689,695,18095
15,5770.540,2856.609,1087,18935
16,1057.211,334.927,462,3163
17,1258.670,339.226,673,4561
18,906.283,230.588,362,2308
19,2983.838,1449.134,794,11323
20,2684.417,1505.048,582,11945
21,3755.014,2038.443,796,14629
22,1453.711,812.473,472,7728
23,1146.446,655.460,396,7984
24,1569.499,915.002,544,9011
25,2877.212,1828.536,673,16565
26,5010.843,2673.092,619,19059
27,5904.294,3425.037,742,29197
28,1802.069,704.836,567,7729
29,1739.589,878.525,501,9494
30,1945.202,654.929,715,6595
31,5451.812,2434.260,1287,23676
32,13437.045,5282.180,1697,38139
33,10957.991,4917.282,1656,35847
34,12734.086,5526.764,1516,36867
35,8932.216,5088.271,1246,34509
36,8063.103,3518.078,845,27771
37,7596.383,3251.804,1062,28120
38,9849.696,3885.385,1284,27637
39,5538.218,2683.263,1128,22102
40,7081.958,3493.313,1151,28419
41,3977.086,1753.640,922,16423
42,4961.855,2132.607,666,15597
43,4128.752,1959.392,762,20728
44,3730.339,2044.540,522,16965
45,3003.601,2148.824,628,16262
46,2938.416,1879.765,563,14194
47,1075.181,281.715,472,2994
48,1029.915,295.061,492,2704
49,1702.629,518.944,508,4641
50,2057.992,734.159,537,6323
51,2294.219,850.467,788,7287
52,2690.450,818.620,883,6526
53,11349.641,4667.313,1455,34901
54,12234.566,4993.705,2038,37500
55,11854.363,5187.922,1383,34209
56,8723.324,3771.752,1527,28811
57,2012.338,726.836,523,6955
58,2330.655,906.439,549,9032
59,2214.949,768.825,665,8757
60,9025.008,3919.293,1067,28908
61,12899.925,5417.890,1516,35036
62,6531.929,3046.515,1077,25720
63,1628.403,546.022,535,6544
64,1421.351,561.986,516,5970
65,980.384,241.947,416,3185
66,2380.964,1608.940,400,11199
67,2132.769,1221.860,531,10055
68,2084.300,1222.693,408,10097
69,1019.197,250.583,391,2562
70,897.559,230.001,387,1885
71,1125.568,281.459,507,4851
72,4636.195,2846.766,623,25542
73,7475.295,3630.165,1101,24072
74,6283.634,3851.824,700,31171
75,10365.722,4761.246,1384,35138
76,5438.138,3235.765,696,24583
77,7468.394,3511.095,908,27544
78,3584.678,1959.703,530,17406
79,1499.292,554.609,605,4750
80,1233.106,456.093,426,4179
81,1775.340,545.502,489,6355
82,6857.776,4025.130,743,31981
83,6952.250,3607.336,1003,26723
84,2850.465,1803.398,512,13946
85,1074.047,237.878,477,3398
86,900.732,247.591,359,2754
87,890.925,165.048,372,1935
88,2553.706,1805.480,502,11910
89,1033.507,104.955,662,1285
90,918.046,48.904,715,1178
91,964.550,78.344,656,1196
92,1147.384,129.007,718,1400
93,960.948,64.397,713,1228
94,949.484,82.540,696,1322
95,3289.574,1179.387,1337,8493
96,2009.480,636.116,805,5358
97,2324.451,891.814,947,6784
98,4563.368,1687.635,1562,11937
99,3625.889,1498.099,1528,10623
100,2558.032,1230.562,998,9425
101,5786.456,2407.001,2047,14229
102,4418.158,1595.690,1400,10458
