 ,Mean,StdDev,Min,Max
1,642.913,76.266,284,932
2,575.974,65.772,299,807
3,665.433,72.230,291,950
4,591.992,57.177,298,805
5,613.845,64.673,292,865
6,568.320,60.915,306,820
7,583.006,63.663,274,838
8,556.198,59.910,320,836
9,564.058,70.102,321,844
10,556.367,58.631,337,802
11,550.640,68.780,336,802
12,547.742,58.045,305,794
13,541.403,70.341,313,816
14,579.666,56.231,329,921
15,576.703,71.634,320,848
16,577.665,54.979,341,816
17,612.595,65.478,333,874
18,523.047,65.341,289,787
19,605.199,63.907,346,862
20,552.133,62.980,285,813
21,577.446,60.321,294,824
22,558.006,75.641,267,887
23,554.169,73.245,290,826
24,538.832,77.651,273,843
25,547.278,67.525,331,824
26,543.856,76.409,272,824
27,535.713,64.236,299,786
28,529.758,75.661,285,812
29,552.015,58.811,313,773
30,567.863,65.824,315,823
31,511.021,62.816,304,744
32,536.824,60.936,305,794
33,495.147,62.314,305,729
34,604.891,60.995,331,848
35,505.514,64.540,306,759
36,539.697,64.320,332,821
37,563.299,53.596,313,816
38,571.466,71.052,336,2245
39,529.301,61.399,300,777
40,532.085,64.677,317,797
41,539.586,58.374,310,766
42,501.431,83.111,278,808
43,546.516,62.339,283,765
44,568.753,71.128,324,821
45,619.872,81.324,260,888
46,562.565,59.105,299,809
47,643.996,77.417,285,895
48,526.731,63.465,275,752
49,599.464,67.828,299,870
50,541.692,61.274,298,763
51,597.609,71.635,277,845
52,601.741,61.028,325,847
53,544.885,77.233,313,831
54,540.537,61.903,299,791
55,573.574,67.823,306,1374
56,523.118,61.644,317,799
57,553.479,63.427,294,795
58,552.471,56.624,332,797
59,594.057,68.316,295,828
60,575.881,59.878,287,789
61,573.445,66.212,294,1142
62,542.989,60.129,288,772
63,568.142,61.741,289,809
64,504.838,67.232,249,744
65,549.391,66.920,314,817
66,583.428,63.638,272,829
67,563.517,64.711,314,831
68,560.061,63.198,286,825
69,601.828,61.533,301,876
70,583.214,62.035,271,827
71,578.649,60.999,299,833
72,565.997,62.461,270,832
73,589.080,60.567,300,817
74,570.475,62.042,264,767
75,553.318,66.274,314,812
76,561.574,57.700,259,770
77,545.675,62.947,300,771
78,601.012,58.521,280,806
79,534.915,61.239,301,770
80,566.399,62.679,256,827
81,528.825,66.337,300,766
82,542.324,65.294,272,796
83,557.908,64.020,246,781
84,526.185,69.011,288,808
85,552.031,64.475,251,775
86,528.116,75.995,261,813
87,559.341,62.234,229,816
88,551.052,78.122,252,1079
89,598.719,37.544,414,753
90,687.901,39.473,537,842
91,745.133,62.021,531,932
92,661.110,40.296,495,804
93,682.495,37.818,452,807
94,638.848,46.033,472,786
95,609.734,24.967,445,744
96,723.141,39.901,540,881
