 ,Mean,StdDev,Min,Max
1,924.375,205.639,380,2901
2,862.299,207.671,346,2512
3,1231.243,387.453,389,4594
4,974.788,316.377,357,4035
5,2045.571,806.725,611,8065
6,1077.999,352.049,390,5214
7,2176.031,767.123,824,9725
8,1962.461,715.654,639,7519
9,2585.969,841.453,918,9304
10,2360.528,833.078,815,8457
11,1694.024,533.734,761,6025
12,1270.660,390.243,621,4802
13,1576.434,571.829,643,7405
14,1568.073,616.154,672,7346
15,1760.488,648.079,738,8345
16,1938.935,708.408,570,8356
17,2139.389,872.777,574,8270
18,2025.280,654.126,557,6743
19,1134.750,351.578,452,4981
20,938.065,243.832,353,3298
21,940.273,267.990,356,4071
22,813.999,228.278,304,2645
23,773.326,134.674,376,1563
24,1022.439,330.313,375,9539
25,1180.918,437.695,438,5145
26,1668.555,753.620,466,8609
27,2393.549,921.193,550,8460
28,1886.218,780.311,563,9801
29,1266.549,469.476,488,5144
30,1120.690,360.307,514,4575
31,2098.164,786.433,565,5931
32,2924.717,1078.209,857,8375
33,1517.237,401.248,578,3554
34,1780.955,696.269,728,6410
35,1562.778,658.612,674,6883
36,4035.182,1247.202,1181,12157
37,3322.936,1046.480,1096,11122
38,3524.599,1290.294,1044,10289
39,2694.630,883.386,841,8005
40,2608.958,1165.472,743,10194
41,881.082,189.646,444,2415
42,895.861,251.339,423,3826
43,901.417,303.639,325,4030
44,813.296,236.443,385,3128
45,715.811,90.215,292,1506
46,738.811,160.516,361,2583
47,1069.379,414.144,375,8462
48,1056.817,402.652,420,4531
49,868.548,161.725,401,5294
50,842.743,236.058,405,3598
51,772.545,130.506,355,2042
52,909.320,274.351,397,3344
53,1342.549,494.405,473,5803
54,3258.106,1298.368,666,9061
55,2658.274,954.455,704,7421
56,3140.881,1019.679,897,9914
57,2582.909,933.284,638,7522
58,2923.609,951.682,986,8499
59,2876.899,1177.368,778,12512
60,2686.788,949.472,662,9333
61,2184.867,769.552,649,8310
62,1962.782,804.628,588,7505
63,1384.544,551.662,486,7918
64,1516.376,593.361,396,7489
65,1112.831,400.343,463,6149
66,773.099,221.960,312,2963
67,617.737,78.972,346,984
68,619.324,74.879,312,3661
69,809.045,202.841,378,3031
70,659.279,103.838,302,3942
71,748.690,119.901,325,4071
72,789.447,158.095,306,2076
73,791.246,156.369,346,3732
74,880.985,244.700,310,3234
75,1202.838,456.915,424,6446
76,1294.064,380.199,387,4269
77,1526.419,550.612,533,8184
78,870.952,174.258,365,2951
79,1494.925,484.404,617,4884
80,1107.376,375.759,379,4844
81,1882.284,626.491,527,6548
82,782.216,153.261,385,2009
83,937.694,238.377,319,2932
84,673.553,133.464,381,1313
85,897.750,207.967,305,3383
86,757.317,149.144,336,1724
87,904.233,234.013,266,3604
88,701.901,111.784,305,1867
89,763.095,71.688,546,1252
90,941.708,98.179,685,1450
91,1001.170,212.304,719,2510
92,825.980,89.608,575,1466
93,922.899,122.495,634,1736
94,844.185,91.938,606,1887
95,1104.460,242.662,685,2474
96,1030.438,209.774,697,2279
97,1155.596,230.339,778,2486
98,975.640,146.080,631,2069
99,864.895,99.298,654,1591
100,1004.362,217.799,674,2252
101,1628.861,496.197,793,4321
102,1540.783,403.537,913,3878
103,1818.342,502.321,995,4299
104,957.142,149.961,640,1864
105,1121.406,163.341,810,2803
