 ,Mean,StdDev,Min,Max
1,2362.043,1189.655,602,10093
2,2352.531,1181.637,432,10889
3,3596.830,1725.686,695,17119
4,2531.788,1358.044,487,13296
5,5393.127,2423.232,1371,20789
6,2945.901,1418.646,557,15156
7,5705.174,2206.014,1637,23491
8,5936.821,2550.741,1387,21047
9,7441.574,2667.226,1812,22399
10,6033.738,2384.210,1591,20417
11,1991.786,620.876,924,5907
12,1406.769,400.630,714,5008
13,1845.811,636.031,727,7679
14,3992.021,1807.563,886,18236
15,4616.339,1916.713,1525,19535
16,5565.179,2286.629,991,19702
17,5682.215,2577.921,1101,23644
18,4615.869,1648.593,968,12917
19,1386.265,390.326,545,5912
20,1076.769,253.527,395,3513
21,1112.144,286.544,393,3449
22,1930.294,1022.779,354,8373
23,1751.586,703.803,610,6371
24,3250.045,1583.925,718,15241
25,3415.645,1731.400,740,15650
26,4957.434,2582.581,808,21487
27,5725.357,2356.797,948,20190
28,5034.964,2219.928,1235,18730
29,3524.923,1717.856,863,16190
30,3327.910,1591.956,933,11483
31,5913.208,2349.492,1160,17000
32,7576.864,2885.988,1915,20796
33,1926.974,541.095,771,5074
34,2209.994,813.626,884,6237
35,1886.582,760.806,853,7396
36,7810.943,2473.964,2080,23291
37,7685.438,2420.568,1940,25269
38,9089.735,3512.494,2090,27898
39,6717.585,2319.949,1473,18726
40,5840.794,2703.864,1221,22618
41,1202.277,302.971,609,3140
42,1152.715,320.016,562,4103
43,1078.216,334.068,391,4316
44,2022.185,1119.535,553,9898
45,1546.439,766.813,357,6075
46,1945.276,1013.562,602,10231
47,3189.901,1988.693,714,14677
48,3279.629,1908.310,685,17312
49,1130.567,239.077,559,5750
50,1140.807,367.356,582,4397
51,968.123,193.703,416,2427
52,2489.874,1267.777,690,12514
53,4016.488,1889.976,857,15777
54,8707.532,3588.491,1209,25922
55,7387.104,2827.290,1371,20750
56,7555.659,2609.184,1597,19710
57,6640.185,2609.183,1208,18791
58,7174.631,2654.058,1758,22897
59,7033.217,3046.133,1373,30705
60,6631.282,2523.495,1205,24699
61,4816.947,1711.246,1062,14873
62,4766.384,2196.720,1027,16969
63,3160.372,1509.376,749,13771
64,3315.633,1440.116,629,14600
65,2922.962,1404.555,752,12185
66,1839.713,1071.724,451,11002
67,861.598,293.660,430,4329
68,994.880,323.707,351,8720
69,2325.761,1251.702,693,12934
70,1595.177,881.962,498,8777
71,935.122,158.491,386,4964
72,909.490,173.579,336,2010
73,949.969,209.173,367,3539
74,2211.113,1214.038,405,12925
75,3405.557,1781.265,681,17895
76,3795.294,1543.167,640,11277
77,4673.693,2059.984,1049,19475
78,2775.066,1234.635,638,12492
79,4962.244,2040.537,1163,17240
80,3577.648,1918.583,643,18851
81,4402.770,1603.614,792,14672
82,1017.484,250.899,536,2409
83,1230.104,327.252,359,3317
84,851.217,180.292,447,1623
85,2167.707,959.281,405,11607
86,1870.022,706.857,510,6981
87,2285.065,1067.637,467,12824
88,1582.987,670.789,437,7065
89,1555.891,506.208,813,4590
90,1644.206,548.702,989,4556
91,2327.815,1253.176,1206,9453
92,1617.823,655.672,862,5527
93,1990.830,724.349,989,5063
94,1871.974,618.349,1079,6465
95,2922.349,1245.323,1169,8142
96,2668.431,1179.823,1273,8284
97,2872.168,1086.359,1466,7487
98,1980.602,785.971,1006,6096
99,1666.544,583.940,971,5995
100,2228.044,987.972,1254,7302
101,4430.284,1702.891,1499,12425
102,3441.886,1195.050,1710,9077
103,4588.877,1753.024,2085,13166
104,2330.227,842.544,1022,6042
105,2468.940,838.560,1328,8159
106,3335.056,937.790,1883,6855
107,4851.153,1521.726,1637,10155
108,5077.293,1519.621,2339,11634
109,5324.405,1718.596,2270,12951
110,5614.358,1774.884,2019,12455
111,3817.886,1311.622,1622,9891
112,5381.699,1884.908,2259,12487
113,7106.181,2484.901,1812,14768
114,7288.549,2295.723,2807,14906
115,6195.769,2229.939,2516,15155
116,6225.586,2098.495,2027,14463
117,3826.703,1226.387,1598,8389
118,6030.030,1763.237,2460,12100
119,2347.659,499.037,1192,4219
120,2776.483,444.277,1580,4265
121,1586.595,110.797,1220,2089
122,1710.378,271.671,928,2763
123,1537.214,336.082,917,3538
124,1482.734,138.392,984,2070
125,1995.543,394.375,1063,3735
126,1513.340,137.712,1032,2007
127,2617.908,348.118,1736,4060
128,3598.583,1251.133,1337,8097
129,3568.941,1344.494,1243,9151
130,4370.132,1610.644,1946,11062
131,2848.772,830.417,1525,6038
132,3858.074,1174.239,2139,10092
133,4320.457,1912.409,1852,14258
134,6007.216,2331.749,2151,13910
135,5213.944,1972.837,1663,13733
136,5125.480,1711.995,1978,12880
137,4514.127,1922.337,1665,11751
138,4923.534,1859.102,2175,11146
139,5990.062,2596.902,2185,17070
140,4758.940,1438.400,1937,10433
141,4303.189,1322.301,1449,8573
142,3823.772,1430.656,1515,10252
143,1288.123,189.846,832,2094
144,1907.534,379.555,977,3644
145,1574.866,95.744,1170,1978
146,1373.306,198.008,897,2340
147,1160.353,155.132,717,1933
148,1186.994,105.468,791,1495
149,1170.503,224.776,709,2833
150,1316.373,74.621,965,1549
151,1537.755,329.492,916,2915
152,1364.547,472.426,785,3352
153,2009.873,784.433,958,6389
154,1451.490,449.053,770,4626
155,1368.663,268.436,955,2873
156,1879.536,531.330,871,4093
157,1586.983,414.720,979,4370
158,2266.775,951.423,1051,6403
159,3636.636,1571.653,1474,9517
160,3542.526,1235.901,1580,8687
161,2628.421,1206.160,1150,7060
162,3512.336,1465.740,1125,10976
163,3265.893,1665.649,1292,9425
164,3786.488,1458.484,1621,9489
165,3984.184,1770.960,1513,10149
166,6224.217,2404.846,2072,18261
167,5265.624,1740.715,2248,11985
168,7098.141,2127.844,2649,15329
169,5670.274,2294.320,1981,16415
170,5499.996,1986.551,2056,12481
171,3183.999,1180.872,1482,8017
172,5908.975,2016.012,2018,15086
173,3989.540,1203.736,2103,9128
174,3261.265,1180.049,1575,7902
175,3049.696,996.389,1325,7080
176,3755.668,1560.175,1701,10130
177,2108.590,739.209,1172,5839
178,3513.603,1561.441,1584,9278
179,4567.357,1578.750,2302,13430
180,9092.840,2674.973,2718,17000
181,4833.072,1643.543,2043,10925
182,6590.688,2151.936,2699,12928
183,5374.341,1603.660,2199,11486
184,10742.514,3136.220,3516,20796
185,2435.307,373.980,1581,3918
186,1598.385,110.273,1288,2117
187,2640.675,410.952,1801,4245
188,1400.408,160.837,942,2728
189,3173.867,674.978,1800,6237
190,3189.152,841.016,1692,5786
191,1480.828,128.670,1033,2063
192,3623.087,558.040,2344,5338
193,2635.387,450.760,1690,4286
194,7326.813,2089.957,2673,15942
195,6753.697,1626.429,2845,11380
196,8464.288,2154.952,3464,16824
197,7938.479,1732.043,4613,13890
198,8215.929,2003.215,3639,15997
199,8652.792,2309.817,3154,16775
200,7701.884,3290.528,2696,20239
201,9712.734,3830.424,3211,22776
202,11288.759,3554.421,3936,23965
203,5742.897,1779.156,2548,13380
204,6623.369,1794.760,2760,12414
205,7811.536,2265.112,2888,14018
206,6134.916,2100.862,1948,13026
207,9419.231,2937.595,3193,20429
208,5872.631,2175.572,2110,13010
209,1408.354,225.848,1008,2976
210,1472.906,289.657,821,2178
211,1491.963,227.629,985,2831
212,1031.036,170.801,601,1349
213,1472.031,218.763,1133,2697
214,1465.035,233.827,985,2428
215,1177.881,119.695,758,1453
216,1389.137,324.286,808,2858
217,1343.547,320.337,845,4166
218,2266.756,1098.277,867,6933
219,1654.256,704.892,890,4533
220,1841.902,744.485,899,6039
221,1223.815,165.049,925,2358
222,972.243,210.559,685,2281
223,1745.537,676.460,957,4090
224,1873.356,595.858,1151,4979
225,1635.194,381.719,1079,3552
226,1582.006,575.438,833,4606
227,1980.593,639.563,1093,4218
228,2263.588,1172.859,1063,8809
229,2727.800,1219.275,1225,7886
230,2539.501,1070.451,1215,7186
231,3718.969,1931.631,1438,10121
232,2558.015,1098.678,1035,7369
233,1463.448,194.488,1013,2334
234,1311.450,168.368,932,2169
235,1267.867,72.887,898,1553
236,1531.816,247.364,952,2497
237,1570.032,274.960,1063,2703
238,1089.276,115.981,691,1402
239,1134.876,132.342,785,1663
