 ,Mean,StdDev,Min,Max
1,1090.250,321.586,400,4017
2,1048.525,330.600,356,3901
3,1648.991,638.495,450,6941
4,1245.460,494.467,382,5618
5,2917.729,1242.038,812,11634
6,1477.494,586.300,443,7771
7,3226.200,1218.478,1077,13985
8,2993.570,1202.832,814,10688
9,3931.590,1361.146,1125,13860
10,3440.637,1298.085,1045,11951
11,1785.343,559.413,810,5990
12,1321.266,402.276,695,4905
13,1660.358,595.944,690,7680
14,2222.435,953.728,801,10524
15,2531.628,1008.154,960,11395
16,2849.727,1116.534,703,11408
17,3087.350,1342.197,744,12102
18,2860.312,988.484,677,9171
19,1207.727,361.331,452,5292
20,975.847,247.106,356,3151
21,984.292,279.798,381,3949
22,975.988,347.920,306,3524
23,871.521,176.813,386,1846
24,1362.698,534.137,441,10853
25,1580.953,679.170,519,6652
26,2449.332,1225.017,563,12219
27,3441.605,1385.686,659,12030
28,2830.308,1254.960,706,12959
29,1838.757,792.862,576,8164
30,1554.919,615.404,632,5343
31,3162.707,1247.200,716,9227
32,4341.590,1672.843,1149,12314
33,1636.444,436.939,635,4008
34,1900.713,710.539,767,5438
35,1666.502,694.126,716,7107
36,5411.197,1700.535,1463,16314
37,4697.798,1486.275,1431,15653
38,5179.636,1942.942,1418,14885
39,3936.196,1349.509,1118,11112
40,3845.396,1770.365,929,14932
41,972.281,219.702,501,2590
42,971.488,271.408,490,3948
43,947.929,317.575,351,4163
44,1004.929,382.336,413,4424
45,776.760,130.673,294,2110
46,879.648,254.349,407,3604
47,1399.209,671.727,460,9053
48,1449.207,673.244,473,6776
49,927.149,183.028,435,5389
50,926.516,282.322,415,3953
51,820.543,147.154,365,2375
52,1203.572,459.514,463,4917
53,1932.740,812.664,574,8404
54,4843.549,1969.986,809,13804
55,3972.243,1490.788,915,10776
56,4530.870,1534.457,1102,12816
57,3718.689,1410.676,851,10289
58,4150.768,1428.395,1261,12007
59,4127.544,1741.322,960,17599
60,3939.480,1469.606,833,14165
61,3221.834,1176.896,890,11419
62,2923.409,1286.562,758,10940
63,1987.487,887.381,568,10376
64,2177.729,920.297,490,10088
65,1521.163,655.506,469,7895
66,941.378,353.723,343,4331
67,640.251,90.603,349,1275
68,661.039,92.134,287,4522
69,1035.466,368.371,411,4775
70,765.444,193.508,341,5246
71,786.974,128.908,334,4288
72,818.638,162.884,302,2118
73,827.552,175.605,351,3938
74,1117.596,429.535,338,5138
