 ,Mean,StdDev,Min,Max
1,637.324,75.674,278,922
2,572.317,65.096,275,800
3,662.160,73.186,291,949
4,591.156,57.136,295,813
5,610.362,65.021,292,860
6,561.419,60.502,290,862
7,583.734,66.328,269,838
8,557.529,60.284,296,864
9,566.662,71.097,323,862
10,557.501,57.910,319,800
11,552.112,70.064,331,822
12,549.373,58.194,320,786
13,544.584,71.093,311,798
14,582.151,57.570,318,962
15,581.950,73.238,308,855
16,581.416,54.980,329,794
17,619.361,67.580,332,855
18,525.303,65.507,299,776
19,610.220,65.091,356,884
20,556.358,63.170,273,833
21,580.750,60.325,330,827
22,558.387,74.639,264,862
23,550.409,72.864,305,833
24,536.853,77.697,276,829
25,545.598,67.234,327,836
26,542.502,77.202,270,859
27,531.353,64.076,318,803
28,525.413,74.936,269,801
29,551.598,58.554,322,772
30,568.054,66.434,298,842
31,512.206,63.175,313,752
32,538.560,61.753,310,797
33,496.756,62.343,311,731
34,610.281,63.487,321,843
35,507.984,64.766,297,778
36,543.582,66.216,316,830
37,570.079,54.258,320,803
38,573.292,71.501,335,2307
39,530.640,61.450,309,776
40,532.656,64.827,319,812
41,540.750,59.350,287,822
42,500.899,83.757,273,797
43,548.490,62.788,293,769
44,569.398,70.791,300,814
45,617.746,82.329,259,885
46,561.511,58.737,290,815
47,643.568,78.633,279,896
48,525.750,63.507,265,758
49,599.233,68.625,298,855
50,539.810,60.548,285,760
51,596.735,71.725,304,839
52,596.617,61.688,320,835
53,541.867,78.022,302,837
54,541.049,61.826,302,811
55,573.848,67.390,297,1404
56,524.812,62.148,311,791
57,556.648,63.809,278,795
58,556.716,57.367,323,799
59,595.787,68.279,284,813
60,575.407,60.597,312,809
61,571.752,66.740,267,1128
62,542.731,60.029,289,787
63,566.905,61.738,263,834
64,503.337,67.143,265,775
65,547.338,67.083,298,837
66,584.071,63.600,267,858
67,560.135,64.150,332,810
68,558.956,62.958,268,820
69,600.432,60.995,276,870
70,583.574,62.572,269,820
71,577.703,60.921,275,838
72,563.442,61.609,264,787
73,588.052,60.331,304,802
74,568.476,62.537,256,769
75,552.480,65.899,306,801
76,561.077,58.212,255,774
77,543.724,61.557,298,764
78,601.436,59.500,278,801
79,533.454,61.686,291,757
80,565.755,64.684,273,811
81,527.687,66.336,301,772
82,541.889,65.467,266,787
83,555.886,64.003,256,781
