 ,Mean,StdDev,Min,Max
1,634.809,83.721,361,979
2,599.290,107.194,306,1101
3,776.095,186.276,369,3507
4,765.162,246.714,328,3709
5,925.748,247.715,401,3641
6,701.613,221.549,325,2836
7,715.363,138.062,392,1601
8,678.834,181.818,332,2545
9,1256.106,455.455,389,4960
10,934.053,309.276,363,5443
11,2227.522,769.769,499,7154
12,1170.049,422.764,379,4853
13,1431.467,569.249,442,6514
14,836.191,225.663,331,2584
15,1370.075,571.749,439,5370
16,687.345,163.935,365,2339
17,778.598,169.971,411,3061
18,616.098,124.543,298,1208
19,852.376,218.180,399,2966
20,688.507,183.457,321,2929
21,814.350,203.872,363,2454
22,623.006,102.442,303,1098
23,570.610,86.586,286,890
24,572.429,78.735,346,906
25,664.057,145.328,329,1889
26,1075.001,428.144,390,4434
27,1163.519,470.509,370,5101
28,1205.983,413.920,488,4627
29,1021.286,397.323,351,4389
30,1229.891,413.804,487,5681
31,1160.744,349.777,494,4380
32,2703.221,955.428,646,8074
33,2068.289,840.202,574,6690
34,2609.652,965.698,605,7096
35,1737.061,799.116,487,6427
36,2533.423,988.456,506,8119
37,2003.131,773.503,483,7070
38,2813.458,1034.952,534,7767
39,1512.561,665.969,475,5117
40,1953.425,858.600,504,7537
41,1093.343,348.794,412,3756
42,1201.074,381.186,393,3538
43,823.381,191.914,341,3209
44,621.341,124.320,276,1867
45,687.793,137.120,381,1595
46,641.819,134.068,361,2170
47,827.352,227.678,405,2535
48,722.137,194.652,389,2075
49,1450.630,511.658,437,4482
50,1751.476,668.742,458,5773
51,1812.093,777.107,459,6496
52,1957.790,701.874,677,5645
53,2586.039,950.185,548,7772
54,2374.273,871.175,734,7019
55,2673.433,1099.049,529,10068
56,2507.886,1048.998,603,9302
57,1566.193,576.514,446,5553
58,1789.721,751.134,475,7988
59,1621.154,620.396,461,7715
60,2683.427,1142.046,547,8513
61,2455.778,901.333,508,6644
62,1622.950,670.983,467,6491
63,1166.542,421.233,394,5415
64,974.774,428.286,357,5137
65,701.841,137.682,371,2262
66,555.375,94.210,295,1160
67,654.644,125.654,304,1536
68,677.566,141.075,318,1323
69,789.549,186.269,339,2613
70,666.830,146.016,316,1544
71,840.134,222.139,329,4036
72,843.517,221.201,360,3036
73,1592.617,531.653,403,4756
74,1004.872,351.393,378,3590
75,1939.284,741.159,550,5948
76,858.411,233.142,378,2504
77,1344.770,459.227,524,4230
78,922.604,286.304,361,3754
79,1190.038,393.836,441,3907
80,1029.481,413.537,390,3880
81,1256.780,420.583,390,4969
82,1227.507,561.209,382,4786
83,1109.210,374.406,389,3529
84,588.326,93.981,339,1122
85,696.038,121.192,310,1698
86,656.175,143.794,336,1755
87,659.905,112.513,323,1595
88,585.884,87.213,324,1038
89,786.061,72.075,539,971
90,728.915,34.800,527,877
91,721.172,46.396,534,903
92,857.112,83.070,545,1047
93,682.789,37.733,503,847
94,663.122,47.166,501,844
95,983.969,237.442,582,2287
96,712.191,80.061,434,1267
97,818.225,117.327,532,1607
98,998.467,247.744,571,2444
99,934.840,104.063,528,1516
100,810.556,203.419,519,2429
101,985.814,162.876,600,1586
102,987.786,145.573,649,1888
103,1043.799,295.655,535,2707
104,1195.450,336.062,593,2744
105,754.441,121.541,487,1771
106,869.584,165.866,533,1931
107,663.720,78.032,448,1041
108,915.723,113.739,586,1391
109,796.238,118.374,529,1284
110,738.690,145.930,476,1693
111,746.419,106.001,487,1436
112,912.232,133.823,612,1590
113,960.129,182.864,545,1977
114,1668.913,415.860,665,3237
115,1703.448,474.315,805,4103
116,746.680,72.150,570,1463
117,1149.143,205.776,646,2072
118,1193.407,308.698,815,5422
119,2089.064,633.055,796,5346
120,2422.788,776.439,959,7154
121,2325.325,913.627,721,6260
122,1486.588,475.432,700,3154
123,1347.811,327.623,731,2699
124,1132.423,299.229,699,3331
125,1343.716,343.504,699,2672
126,1841.089,619.570,676,4581
127,1388.140,374.744,735,3179
128,1075.212,223.906,698,2496
129,693.546,62.689,527,1412
130,993.694,136.607,671,1802
131,908.127,275.934,524,2574
132,1388.999,452.579,677,3691
133,2108.629,850.698,788,5370
134,745.373,68.371,534,1316
135,822.272,75.819,543,1064
136,969.533,133.564,612,1751
137,780.261,75.845,506,975
138,1035.172,254.673,556,3061
139,937.964,111.818,565,1608
140,889.118,52.466,612,1137
141,657.669,42.596,460,860
142,768.608,86.962,531,1208
143,760.420,126.964,495,1401
144,968.245,133.534,575,1667
145,1102.171,278.558,724,2966
146,759.996,109.565,524,1743
147,787.964,130.068,505,1591
148,874.113,133.993,574,2217
149,710.211,65.497,460,1131
150,1082.996,150.928,686,1960
151,1002.251,118.846,651,1562
152,726.440,42.513,512,890
153,693.768,44.221,502,869
154,873.864,75.047,567,1098
155,669.847,40.419,503,835
156,672.335,41.564,487,836
157,697.779,48.898,478,878
158,592.139,44.859,421,802
159,700.945,48.890,500,891
160,709.899,46.130,500,906
161,672.782,40.758,476,976
162,807.203,127.628,542,1889
163,761.107,73.672,488,1089
164,941.263,266.614,552,2512
165,1032.087,243.896,615,2913
166,1723.368,667.480,708,4434
167,1410.326,403.541,745,2854
168,1073.388,324.444,651,3108
169,1181.590,377.810,686,3064
170,1346.949,525.140,646,4509
171,1577.486,468.833,790,3581
172,1169.088,130.318,771,1626
173,1362.879,400.720,717,3251
174,1473.179,440.620,742,3711
175,1030.694,106.815,640,1340
176,1407.711,417.218,702,3818
177,1069.337,75.232,737,1372
178,1546.761,391.757,727,3482
179,1280.479,261.995,745,2610
180,1310.497,200.507,835,2147
181,1176.457,205.151,726,2160
182,3234.243,725.185,1438,5828
183,2298.969,703.323,1049,5779
184,2891.360,864.985,994,7602
185,2985.412,701.147,1415,5862
186,1856.713,568.637,901,4916
187,2033.783,605.116,904,4724
188,2326.988,752.933,1025,5542
189,2632.908,750.542,1095,5690
190,3011.158,877.074,1226,6458
191,2256.494,798.028,862,6427
192,2964.080,635.587,1366,5203
193,1576.668,562.325,744,4415
194,2326.612,865.020,962,6991
195,2115.938,704.784,1041,6125
196,3310.485,859.222,1454,7038
197,2030.653,500.303,1017,4469
198,1980.856,569.077,950,4399
199,2792.090,830.517,1017,6297
200,2690.644,967.953,1107,6851
