 ,Mean,StdDev,Min,Max
1,695.326,84.611,320,983
2,613.216,78.506,299,912
3,693.686,58.080,308,1413
4,601.610,75.264,299,938
5,643.499,71.199,326,1017
6,613.622,94.074,313,993
7,648.188,80.444,343,1280
8,585.399,71.305,338,989
9,576.308,65.322,377,821
10,598.926,81.308,375,992
11,660.994,100.594,429,1540
12,652.929,95.790,373,1265
13,687.094,128.302,400,1998
14,652.346,92.897,403,1490
15,627.621,81.444,361,1105
16,598.343,72.993,344,1367
17,605.991,64.560,276,2264
18,562.445,79.615,294,1099
19,652.236,79.817,361,2223
20,594.559,88.414,286,2172
21,608.187,79.221,319,1439
22,580.997,88.416,260,961
23,621.382,96.110,324,991
24,572.036,89.304,281,1611
25,565.429,71.099,341,2408
26,557.249,75.736,273,1385
27,574.184,81.061,324,2367
28,559.567,75.940,318,914
29,571.700,74.728,322,966
30,559.920,60.612,335,1176
31,521.813,65.415,324,814
32,553.337,55.678,341,792
33,549.596,87.462,344,1136
34,629.286,60.853,414,949
35,636.132,139.256,374,1615
36,629.122,74.400,385,1126
37,620.880,93.025,378,1543
38,587.724,68.795,374,1812
39,546.433,66.202,312,839
40,550.855,72.419,326,848
41,568.259,59.595,306,909
42,542.125,87.568,310,1126
43,570.675,76.537,285,894
44,569.679,79.760,319,885
45,641.832,73.865,278,932
46,578.093,76.855,304,931
47,638.658,71.059,299,4246
48,532.473,66.975,296,891
49,618.452,74.441,321,1301
50,553.290,75.804,276,1150
51,608.643,87.428,313,1145
52,571.111,61.040,312,805
53,552.579,80.525,328,878
54,563.242,68.778,344,905
55,574.977,72.886,323,929
56,551.295,62.157,328,820
57,565.073,71.195,302,839
58,578.139,60.784,370,843
59,623.761,96.010,325,1025
60,603.118,69.258,316,954
61,611.873,76.380,325,2127
62,553.065,64.480,290,1792
63,602.576,79.023,309,1085
64,543.814,78.392,263,1040
65,597.766,88.725,331,993
66,574.622,68.321,263,840
67,576.412,68.018,315,827
68,568.608,64.833,291,806
69,603.165,63.046,310,1242
70,579.489,65.262,278,841
71,597.682,72.721,295,1332
72,629.380,92.573,276,997
73,639.746,82.304,317,953
74,615.693,75.862,271,857
75,565.792,69.324,315,805
76,606.944,77.912,276,931
77,568.796,69.565,308,889
78,614.614,75.164,288,941
79,532.769,66.908,335,797
80,558.761,62.289,268,816
81,564.503,88.175,303,948
82,587.786,86.131,270,971
83,615.330,86.811,241,997
84,551.241,94.192,319,968
85,580.372,78.436,251,910
86,590.614,110.861,276,1078
87,629.351,85.940,247,1039
88,606.407,94.864,258,1054
89,633.914,27.269,488,767
90,813.663,65.365,576,983
91,785.276,38.856,602,962
92,701.192,44.008,475,849
93,762.758,33.898,591,912
94,684.812,48.065,513,845
95,725.993,39.666,543,892
96,736.981,39.967,555,914
97,743.713,39.477,534,911
98,765.884,61.042,517,924
99,676.644,30.064,528,811
100,651.301,41.309,499,774
101,608.537,33.835,413,756
102,718.365,40.618,538,881
103,785.985,35.612,591,956
104,654.603,44.474,457,814
105,806.121,36.629,615,950
106,750.311,63.521,518,987
107,718.208,55.610,509,928
108,810.117,58.666,559,1027
109,655.524,25.712,540,760
110,694.342,51.298,483,844
111,675.187,30.294,534,797
112,681.074,37.708,519,855
113,584.499,42.630,406,732
114,686.679,36.288,536,819
115,664.726,32.571,508,816
116,628.465,32.466,462,764
117,790.607,39.646,600,992
118,686.384,34.798,516,836
119,723.560,92.808,456,1038
120,693.834,37.672,526,853
121,856.056,47.173,663,1067
