 ,Mean,StdDev,Min,Max
1,662.305,90.517,369,1036
2,632.663,112.095,325,1126
3,1107.369,402.007,435,5662
4,1048.610,442.495,319,5807
5,1310.570,478.841,472,6146
6,935.907,355.539,360,4269
7,983.063,314.343,432,3120
8,903.546,329.508,372,3828
9,2112.441,929.457,488,8008
10,1364.645,568.657,459,8539
11,3852.667,1428.608,661,10785
12,1875.221,832.198,423,7647
13,2295.418,1067.856,541,10372
14,1101.851,386.027,382,3740
15,2103.876,1005.453,606,8625
16,753.777,196.646,386,2459
17,879.377,203.022,500,3254
18,666.630,144.197,336,1472
19,1126.023,380.814,455,4471
20,848.642,301.066,346,4299
21,991.604,312.063,404,3676
22,641.422,111.242,316,1168
23,595.807,94.887,309,1152
24,614.268,93.306,363,1249
25,936.263,379.760,386,4092
26,1621.591,780.138,394,7039
27,1767.176,876.136,433,8588
28,1408.719,571.787,525,6296
29,1245.272,605.870,387,6304
30,1442.812,553.345,523,6411
31,1813.090,654.005,687,7236
32,4543.041,1704.912,857,13561
33,3464.783,1500.172,799,11382
34,4400.686,1737.272,796,11875
35,2891.657,1452.036,614,11366
36,4067.781,1706.065,584,12852
37,3187.988,1302.418,620,11043
38,4548.061,1743.794,730,12862
39,2480.019,1232.850,622,9079
40,3295.367,1539.263,628,12256
41,1651.976,650.187,525,6020
42,1850.057,700.602,438,6116
43,1042.121,295.703,404,4319
44,747.780,198.543,246,3024
45,825.139,261.403,392,2837
46,811.079,275.461,391,3480
47,871.687,246.527,409,2733
48,777.220,222.697,396,2348
49,1495.744,515.956,446,4487
50,1856.296,730.196,473,6254
51,1923.074,808.195,518,7016
52,2140.613,762.840,704,6004
53,4215.321,1641.652,698,12808
54,3961.203,1537.081,1032,11286
55,4314.934,1836.920,646,13581
56,4018.567,1753.673,800,13888
57,1668.963,613.737,447,6047
58,1935.488,812.553,477,8432
59,1747.658,657.637,486,8061
60,4311.297,1897.186,662,13790
61,4191.467,1628.511,670,11886
62,2637.976,1196.405,603,10321
63,1263.696,463.553,429,5764
64,1049.688,459.906,387,5402
65,749.138,165.068,371,2739
66,626.455,146.908,302,2346
67,728.272,174.038,323,2330
68,740.441,174.767,331,2174
69,822.662,197.526,344,2611
70,700.370,161.074,333,1637
71,880.665,231.129,346,4046
72,1158.835,429.735,386,4812
73,2528.660,1000.837,526,7847
74,1549.030,713.743,420,6533
75,3294.989,1382.619,769,10089
76,1302.833,535.348,400,4809
77,2113.695,852.458,591,7592
78,1268.365,507.821,394,5410
79,1249.230,420.627,455,4002
80,1091.467,448.493,400,3983
81,1378.952,475.732,413,5463
82,1898.882,999.862,434,8073
83,1793.710,763.310,465,6495
84,717.510,169.109,360,1907
85,765.311,149.518,319,2425
86,704.726,175.611,322,2283
87,694.345,121.573,318,1585
88,654.187,141.706,347,1991
89,833.582,78.815,562,1034
90,757.634,35.869,571,916
91,751.106,50.427,522,931
92,907.299,89.502,598,1099
93,721.181,38.187,538,894
94,700.180,48.434,512,890
95,1459.287,450.044,718,3740
96,876.843,194.684,566,2253
97,1019.065,247.141,594,2686
98,1454.478,457.147,705,3938
99,1131.771,185.723,668,2160
100,1011.302,352.281,594,3589
101,1310.497,301.727,741,2394
102,1336.518,289.683,731,2891
103,1515.816,609.650,595,4851
104,1648.110,528.988,677,4166
105,1030.587,265.045,538,2743
106,1114.301,300.817,640,3384
107,886.953,200.850,541,1810
108,1264.322,276.510,675,2306
109,1095.078,278.640,638,2108
110,1034.415,323.139,573,2874
111,913.183,193.538,548,2070
112,1181.441,260.579,730,2326
113,1478.257,409.921,709,3790
114,3055.451,1007.631,807,6307
115,2614.876,858.009,1026,6490
116,882.566,152.099,581,2115
117,1984.955,468.835,914,4068
118,1543.169,564.477,1097,8539
119,3873.152,1289.163,1159,10422
120,3861.662,1313.435,1204,10524
121,3844.851,1596.262,915,10110
122,2609.338,985.398,948,5968
123,2032.855,659.309,974,4547
124,1581.135,563.720,874,5451
125,2094.415,648.839,915,4604
126,2983.484,1148.827,827,7864
127,2076.555,688.781,886,5078
128,1419.044,424.404,834,3740
129,812.386,127.071,565,2144
130,1267.104,233.314,801,2501
131,1286.277,551.896,644,4493
132,2080.377,820.372,820,5741
133,3262.612,1426.471,931,8625
134,802.389,73.173,558,1391
135,881.550,82.126,583,1116
136,1132.597,160.794,690,2017
137,840.035,80.377,560,1056
138,1182.115,277.824,655,3254
139,1093.473,140.017,667,1897
140,955.087,55.644,668,1231
141,701.931,44.232,506,922
142,892.817,112.671,617,1472
143,998.276,272.879,600,2407
144,1247.217,245.969,656,2273
145,1430.017,486.475,792,4471
146,918.783,230.954,539,2728
147,940.626,234.674,541,2360
148,1011.058,215.257,630,3341
149,787.822,95.917,522,1482
150,1309.191,265.142,786,2772
151,1167.472,197.708,741,2134
152,757.311,50.623,559,963
153,703.927,45.633,526,900
154,917.387,81.846,578,1168
155,686.929,43.667,497,862
156,693.638,43.198,472,879
157,725.147,52.553,511,942
158,640.930,75.820,441,1249
159,750.200,80.605,511,1182
160,758.907,54.696,535,1006
161,792.706,124.508,566,1696
162,1124.136,372.164,634,3510
163,1002.078,244.644,611,2121
164,1363.645,497.619,675,4065
165,1470.845,470.298,722,4132
166,2617.974,1148.146,816,7039
167,2216.308,816.182,907,5172
168,1565.652,634.547,797,4979
169,1635.351,702.322,810,5497
170,1783.788,777.679,782,6296
171,1999.612,654.400,920,4580
172,1252.208,139.105,794,1813
173,1837.338,616.209,828,4493
174,1994.164,661.530,887,5232
175,1103.370,113.874,678,1445
176,1821.806,578.675,838,4869
177,1172.315,78.980,822,1525
178,1888.984,512.212,804,4197
179,2007.105,549.663,1042,4529
180,1934.318,387.514,1139,3601
181,1735.409,432.288,980,3807
182,5357.030,1283.699,2192,9307
183,3815.607,1316.175,1467,9834
184,4782.830,1520.534,1307,13059
185,4992.129,1305.061,2296,10048
186,3047.568,1063.235,1288,8432
187,3350.158,1093.536,1321,7710
