 ,Mean,StdDev,Min,Max
1,786.735,117.996,408,1241
2,779.881,145.261,454,1354
3,2749.910,1288.999,662,10162
4,3414.126,1819.539,641,14481
5,4179.611,2045.294,781,16598
6,3783.044,2026.662,698,18796
7,3119.368,1696.819,613,14263
8,2770.825,1571.742,643,13320
9,5620.340,2766.424,820,19267
10,3931.668,2110.034,859,19580
11,10555.025,4120.452,1344,29563
12,5972.733,3179.557,910,24103
13,6937.984,3643.042,1103,31865
14,3493.330,1856.104,629,14889
15,5505.329,2736.262,1028,18529
16,1011.863,316.921,446,2969
17,1209.251,321.661,648,4501
18,870.279,218.166,395,2254
19,2911.697,1428.623,726,10914
20,2374.641,1335.132,552,10807
21,3122.045,1653.135,719,13182
22,1057.009,444.520,427,4937
23,1098.321,633.180,397,7870
24,1373.073,757.628,501,7962
25,2665.190,1679.974,632,14939
26,4638.860,2490.327,593,17901
27,5107.469,2910.702,683,24371
28,1727.065,697.080,562,7644
29,1652.036,849.673,469,8880
30,1856.492,642.550,692,6788
31,4846.001,2096.894,1175,20204
32,12038.383,4647.688,1547,32338
33,9612.273,4238.996,1517,30727
34,11644.330,4943.356,1418,33182
35,7972.046,4482.301,1185,31018
36,7786.326,3375.910,802,25365
37,7082.013,2986.960,1001,24516
38,9402.581,3657.964,1226,26191
39,5470.470,2695.589,1059,20666
40,6889.780,3379.180,1100,26381
41,3899.728,1727.980,880,15667
42,4800.004,2102.499,652,15432
43,3520.903,1632.972,716,16527
44,2896.406,1534.443,469,11875
45,2353.191,1578.172,573,12338
46,2513.139,1586.959,529,12144
47,1032.015,272.613,448,2868
48,981.719,280.823,485,2674
49,1658.657,518.119,514,4669
50,2016.457,734.661,516,6420
51,2222.338,844.877,737,7268
52,2587.723,812.925,860,6457
53,10421.105,4197.007,1335,31854
54,10930.903,4350.002,1878,32003
55,10678.245,4608.146,1261,29937
56,8302.249,3581.240,1423,27053
57,1955.709,711.096,510,6801
58,2274.007,901.769,539,9003
59,2148.250,760.514,652,8931
60,8674.540,3748.361,991,26637
61,11868.726,4880.912,1386,31547
62,6226.783,2893.713,1014,24494
63,1568.809,541.041,519,6605
64,1360.086,555.083,494,5921
65,925.578,224.574,417,3141
66,1852.739,1169.802,369,9092
67,1666.648,869.390,472,7724
68,1770.222,990.746,389,8680
69,976.321,237.791,369,2474
