2020302 Triculture Size Diffusion Experiemnt																		
Image	ROI	Data																
t01c1	1	2195	1844	1528	1309	1140	937	889	799	768	754	665	875					
t01c1	2	1420.0773	1159.8376	1068.3167	930.5882	904.9275	820.6803	764.824	767.3674	644.753	668.7224	631.8196	631.8342					
t01c1	3	2554.7602	2107.1584	1785.5075	1357.124	1056.8588	970.1437	818.4131	744.4538	732.413	766.176	769.6099						
t01c1	4	3151.9407	2760.6999	2392.0949	1880.871	1593.5229	1258.0763	967.5349	854.8903	785.0114	1024.1985							
t01c1	5	2538.8765	2094.155	1671.8108	1408.7845	1143.0137	978.2254	808.3146	771.5131	741.1196	815.0156							
t01c1	6	1734.4543	1529.6346	1489.1674	1304.4714	1179.7272	1062.0909	916.341	790.1739	759.3034	735.449	755.8965	895.4485					
t01c1	7	2725.7821	2185.9828	1833.5422	1544.2013	1403	1255.2199	1146.1984	1107.8135	1047.5237	968.0625	894.7275	881.9156	814.7325	784.5233	867.2744		
t01c1	8	2577.0033	2073.5443	1742.0495	1559.9015	1329.1504	1242.6367	1135.2475	1164.6712	1069.703	1035.6448	1008.4366	980.6395	929.3318	899.8954	722.3863		
t01c1	9	2852.1041	2369.4255	1956.6218	1520.8474	1378.3137	1229.9196	1136.4895	1046.0225	974.9962	897.0981	841.0599	764.5334	719.4314				
t01c1	10	4016.5559	3193.7451	2598.6893	2093.1221	1681.3811	1290.1531	1123.3153	995.4313	869.9363	800.4989	776.7894	1004.0081					
t01c1	11	2773.9773	2393.7939	1955.4331	1530.9718	1310.5169	1083.3871	877.4553	834.1809	780.5036	857.2195	772.4974	758.9831	815.1139				
t01c1	12	2830.7287	2165.9898	1714.1598	1836.3322	1193.567	1163.1703	929.7222	955.214	902.3641	844.1517	804.7614	823.4822	835.8344	1027.3816			
t01c1	13	3033	2518	2150	1850	1748	1495	1583	1504	1357	1431	1381	1336	1270	1050	959	766	
t01c1	14	2112.34	1625.3518	1397.6799	1208.0704	1046.0106	1003.5655	944.7777	865.9048	897.7904	818.6644	929.3307	836.3815	827.132	780.2979	797.1316	679.6177	
t01c1	15	2152.4583	1661.3351	1321.8893	1083.3186	944.0471	788.6729	726.3039	718.608	712.7683	645.4363	661.8611	633.4883	650.035	633.3103	632.094		
t01c1	16	3017.2329	2486.148	2141.9459	1900.8478	1601.9478	1430.9434	1241.0498	1269.4787	1149.3339	1101.2056	1041.2205	998.9959	989.2162	912.6641			
t01c1	17	2814.508	2341.0353	2160.9883	1617.9436	1334.7789	1101.959	852.3587	782.643	781.3874	747.2377	647.6936	553.7809	612.3243	633.894	522.5845		
t01c1	18	3055.6116	2497.7749	2067.618	1794.5514	1405.5293	1178.2679	1041.5367	949.9277	825.6851	781.5906	737.7918	670.9031	573.1046	615.2957	644.4288		
t01c1	19	1982.2452	1677.6109	1588.0363	1464.06	1468.3026	1394.952	1341.3252	1451.0624	1446.7737	1451.5717	1362.7858	1289.938	1079.0067	973.7181	857.4405	731.667	499.1563
t01c1	20	2024.4554	1779.8045	1621.2114	1621.4593	1580.5101	1583.6902	1513.1933	1561.6013	1636.335	1628.7073	1680.8142	1557.7721	1447.4345	1282.5866	1166.3751	979.5647	803.2098
t01c1	21	1638.6513	1468.2326	1399.3827	1262.6743	1153.9136	1149.9604	1112.7497	1075.8602	1059.4372	1009.3278	998.4378	945.1844	803.1394	786.3516	686.4157	644.3284	
t01c1	22	3514.969	2736.9313	2293.9149	1891.0958	1635.5855	1530.2963	1266.1882	1268.6223	1241.3087	1072.5662	1038.3652	986.2727	932.8761	900.8641	701.2008		
t01c1	23	2182.4654	1859.1918	1588.1133	1414.2141	1142.4136	1082.119	1028.5697	968.454	885.1718	864.0449	808.2961	737.6756	819.0564	765.6686	772.8716	745.9372	
t01c1	24	2405.3482	2073.7637	1609.4436	1448.761	1286.1246	1302.2967	1221.4221	1192.8806	1212.1518	1172.2812	1136.2494	1162.8321	1063.7163	1037.1878	1057.1497	993.8228	814.0802
t02c1	1	3297	2743	2236	1760	1321	1034	913	853	871	753	571	773					
t02c1	2	2926.7901	2233.0033	1744.2793	1325.0861	1079.365	941.6287	818.1007	794.5585	747.672	733.1913	641.4682	579.3411					
t02c1	3	3881.6667	2929.0085	2210.0786	1718.2157	1380.5408	1034.5026	912.9844	820.2847	740.9181	726.7138	741.1064						
t02c1	4	5050.5965	4173.2244	3168.5009	2400.8869	1760.0789	1434.0021	1096.6576	932.6709	812.918	1057.2164							
t02c1	5	3630.9986	3037.177	2353.4839	1823.1456	1398.3499	1163.0363	982.8711	809.0943	772.8965	840.4877							
t02c1	6	3504.2325	2950.8654	2477.2807	1852.4141	1638.8869	1338.2218	1002.4491	881.5482	833.7341	764.5951	679.0516	887.7639					
t02c1	7	4762.5026	3723.2019	2883.2968	2462.6182	1871.4512	1560.1229	1280.5027	1174.8025	1083.2363	1067.3232	892.576	863.9681	890.2426	755.435	756.2158		
t02c1	8	4621.954	3560.2697	2941.146	2277.5677	1846.8298	1554.4853	1307.8323	1224.7221	1111.056	1106.8899	1015.0762	976.8508	996.1275	872.7217	727.8615		
t02c1	9	4482.3142	3477.5561	2580.7779	2183.6985	1590.0491	1355.4368	1182.0259	1061.7921	1001.5669	895.7763	813.9387	808.4258	724.6705				
t02c1	10	5610.7659	4422.376	3519.538	2559.042	2008.5456	1509.77	1313.5957	1114.4238	908.7725	827.8409	794.1493	907.5422					
t02c1	11	4292.3309	3433.5457	2671.7242	2212.7047	1642.2499	1188.4129	1049.2677	974.0759	849.8586	847.6941	827.8551	716.7974	917.9193				
t02c1	12	4760.3248	3690.7276	2831.0554	2523.7813	1720.2527	1403.4223	1127.4785	980.785	984.8671	906.7323	846.1735	873.7877	814.2378	906.6268			
t02c1	13	5180	4069	3396	2684	2218	1855	1582	1526	1368	1313	1257	1257	1140	1053	863	684	
t02c1	14	4610.0793	3274.2139	2633.7089	2035.4763	1650.0279	1421.6958	1153.1725	1063.0425	996.7697	887.2916	905.8054	890.2014	803.8082	799.6153	764.1002	685.9014	
t02c1	15	3857.991	2834.1501	2250.6024	1690.2387	1335.3368	1098.2468	919.8939	858.8166	776.0862	734.1499	689.9156	673.9531	637.1636	652.42	636.5178		
t02c1	16	5131.168	3970.127	3265.7605	2503.0294	2180.8037	1691.2049	1488.5303	1325.3979	1181.9676	1068.6916	1037.2529	968.0715	964.4947	905.0498			
t02c1	17	4680.9095	3612.117	2905.9486	2110.251	1683.9911	1323.0149	1070.871	912.4947	787.7585	736.4194	659.4373	613.5955	605.9267	610.2067	516.199		
t02c1	18	4689.8686	3759.2281	2960.5684	2311.7955	1784.4823	1376.5431	1162.8952	996.9926	881.7064	789.4687	717.4148	660.0898	659.4951	643.1189	631.6035		
t02c1	19	4700.6565	3874.4096	3126.9363	2653.3995	2085.35	1870.3868	1665.8348	1606.7626	1445.5828	1468.3725	1353.6892	1200.716	1073.4432	921.2818	832.7243	681.1896	474.2095
t02c1	20	4545.0587	3539.5792	2864.1913	2432.0923	2083.1083	1904.4192	1687.2075	1618.6602	1669.4887	1577.7069	1626.4492	1492.4649	1374.8709	1226.0809	1109.1853	927.9094	785.9991
t02c1	21	3886.4837	3277.7908	2633.8949	2127.6076	1771.6156	1534.0343	1338.2195	1156.2448	1162.1121	1130.4666	1002.4597	873.0312	821.3193	795.4615	734.1738	661.1431	
t02c1	22	5880.1203	4734.3192	3862.0699	3060.918	2515.279	1961.1265	1596.9306	1430.8721	1210.7642	1150.559	1110.5612	1069.8761	987.3193	932.3797	754.938		
t02c1	23	4272.402	3295.8637	2606.01	2100.7566	1712.0686	1421.0568	1305.5795	1113.8434	968.1156	946.292	927.6069	864.7044	854.0933	743.2533	809.4419	775.9642	
t02c1	24	4958.5639	4150.2171	3069.6221	2444.8262	2019.9066	1651.1572	1551.6489	1428.7482	1297.115	1212.115	1159.2519	1218.9783	1140.8758	1121.8426	1089.0229	987.261	838.2442
t03c1	1	4334	3444	2778	2369	1771	1539	1199	1086	893	865	754	825					
t03c1	2	4039.4645	3288.2732	2735.962	2057.0535	1734.6231	1461.4216	1121.9533	1002.5071	827.0302	800.4998	723.2708	617.9065					
t03c1	3	5130.6316	4196.8716	3226.8539	2513.069	2092.0969	1599.2791	1283.4398	1085.9159	931.9494	821.8086	742.2496						
t03c1	4	6341.2382	5315.6046	4432.4984	3308.5777	2614.5191	2097.718	1524.5746	1325.6611	1022.886	1247.8847							
t03c1	5	4437.2325	3792.9157	3060.4454	2499.6445	2084.7548	1697.4434	1321.3151	1144.0268	987.1109	982.6554							
t03c1	6	4356.1409	3940.0175	3163.8166	2684.7253	2299.7012	1897.8844	1495.5153	1180.2544	1044.0893	916.5649	915.4327	981.1552					
