LocationID,Mean,StdDev,Min,Max,IntDen,RawIntDen
191,4327.709,158.346,3654,4862,2598831786,246043246
192,4177.718,288.059,3215,4877,2508760944,237515829
193,3901.301,228.776,3187,4537,2342769535,221800666
194,3896.398,186.087,3198,4513,2339825386,221521930
195,4132.869,260.924,3309,4923,2481828343,234965997
196,4742.242,523.534,3641,6307,2847762734,269610673
197,4034.39,200.548,3318,4778,2422690913,229367187
198,4320.751,263.983,3199,5007,2594653219,245647642
199,4995.891,618.592,3689,7078,3000081282,284031364
200,4052.06,158.256,3421,4579,2433301958,230371783
201,4547.192,240.662,3563,5366,2730633143,258521481
202,5289.464,231.039,4342,6175,3176374805,300721875
203,4033.018,263.194,3279,4896,2421866879,229289172
204,4173.625,275.176,2358,4886,2506302543,237283081
205,4774.825,289.367,3573,5574,2867329427,271463141
206,3788.857,124.645,3345,4248,2275245659,215407873
207,5182.028,237.251,3382,6310,3111858579,294613830
208,5294.339,383.79,2670,6851,3179302635,300999066
209,4391.862,181.285,3599,5008,2637356065,249690515
210,5332.696,477.891,2484,6529,3202336025,303179742
211,5579.964,418.826,2703,6500,3350823196,317237699
212,3207.637,140.451,2727,4004,1926217384,182363776
213,3823.014,291.209,2393,5025,2295757653,217349837
214,3856.359,361.158,2391,5009,2315781291,219245566
215,4515.674,209.561,3794,5363,2711706696,256729628
216,3535.463,411.109,1746,4430,2123080097,201001666
217,4111.467,433.405,2385,5556,2468976221,233749228
218,2869.663,135.801,2324,3347,1723261070,163148977
219,3325.76,311.013,2211,4767,1997151564,189079438
220,5086.915,1462.941,1405,8412,3054742484,289206389
221,2907.71,264.316,1972,3892,1746108349,165312033
222,3671.669,423.342,2304,5610,2204873076,208745380
223,4027.179,276.8,2634,5550,2418360414,228957199
224,3941.559,431.203,2238,4726,2366945101,224089477
225,4420.449,560.144,2570,5434,2654523074,251315794
226,3892.589,197.219,3355,4620,2337537907,221305364
227,4596.082,405.514,2668,5492,2759992087,261301026
228,4869.45,348.412,2843,5816,2924152751,276842864
229,4869.706,379.917,3497,6165,2924306330,276857404
230,4210.051,373.384,2722,5069,2528176868,239354023
231,3820.515,489.904,2285,4816,2294256595,217207725
232,4012.541,150.962,3459,4606,2409570239,228124993
233,4272.245,315.105,2514,5211,2565525319,242889971
234,4358.433,281.597,2370,5825,2617281674,247789981
235,4021.342,348.074,2942,4943,2414855038,228625329
236,3767.692,351.022,2535,4993,2262536204,214204611
237,4653.593,364.692,2918,5842,2794528526,264570748
238,3837.077,180.159,3210,4419,2304202615,218149360
239,4230.369,176.478,3488,4869,2540377950,240509155
240,4051.615,224.18,3189,4783,2433034515,230346463
241,4302.705,365.701,3360,5405,2583816611,244621691
242,4864.566,248.145,3544,5694,2921219661,276565175
243,4243.144,376.121,3133,5085,2548049599,241235465
244,4391.46,138.989,3775,5017,2637114690,249667663
245,3583.984,212.225,2843,4272,2152217303,203760218
246,4529.75,263.991,3646,5706,2720159294,257529874
247,4938.891,169.983,4251,5515,2965852561,280790775
248,4064.671,390.789,3061,5251,2440874616,231088721
249,4402.791,275.838,3410,5227,2643919497,250311905
250,4821.235,134.581,4263,5405,2895199164,274101696
251,3607.795,119.95,3082,4003,2166516530,205113991
252,4724.764,223.978,3763,5642,2837267422,268617034
253,4223.312,339.787,3151,5124,2536140159,240107944
254,4251.707,333.989,3298,5270,2553191572,241722279
255,4012.006,320.067,3001,5042,2409248748,228094556
256,4001.689,265.014,3165,4709,2403053704,227508043
257,3485.831,133.638,2966,3981,2093276007,198179977
258,4240.239,252.291,3370,5169,2546305413,241070335
259,4970.426,167.197,4103,5554,2984789338,282583606
260,4283.806,315.235,3279,5390,2572467268,243547197
261,3921.048,244.332,3152,4621,2354628022,222923363
262,5121.472,269.378,4373,5990,3075494332,291171061
263,4053.989,222.414,3376,4912,2434460189,230481438
264,4696.651,261.638,3432,5704,2820384987,267018697
265,5001.675,211.002,4080,6031,3003555162,284360252
266,4466.943,276.648,3513,5570,2682443025,253959103
267,4628.658,195.312,3806,6071,2779554534,263153092
268,4820.408,339.601,2990,6219,2894702072,274054634
269,4627.976,164.433,3915,5310,2779144804,263114301
270,4415.393,371.375,2439,5775,2651486831,251028339
271,4639.225,380.912,2261,5531,2785900368,263753881
272,5016.067,242.59,4086,6375,3012197368,285178449
273,5111.21,247.23,4271,5916,3069331958,290587641
274,3963.103,333.335,2134,5321,2379881966,225314269
275,4737.316,184.348,3983,5654,2844804663,269330619
276,4304.951,449.501,2030,5981,2585165316,244749379
277,4385.392,559.3,1828,5387,2633470892,249322688
278,3465.093,206.847,2529,4098,2080822059,197000905
279,3574.194,209.51,2146,4157,2146338479,203203643
280,2871.891,270.527,1612,3644,1724598747,163275621
281,3140.068,231.948,2415,3859,1885641604,178522282
282,4047.403,1541.915,1817,9598,2430505494,230107029
283,4360.978,1333.082,1760,7357,2618810258,247934699
284,3525.631,290.433,2176,4776,2117175871,200442686
285,4371.82,590.009,1866,5967,2625320571,248551060
286,3551.19,703.262,1223,6539,2132524683,201895828
287,3576.06,580.948,2161,5944,2147458896,203309718
288,3574.158,355.517,2498,4379,2146316710,203201582
289,3079.105,197.639,2248,3661,1849032644,175056345
290,3322.521,220.74,2452,4326,1995206712,188895310
291,3975.977,1413.115,2107,11534,2387613315,226046231
292,2914.724,255.604,2394,5244,1750320631,165710829
293,4882.273,545.767,2874,6469,2931852602,277571844
294,4321.331,421.335,2441,5112,2595001697,245680634
295,3818.247,112.843,3315,4315,2292894994,217078816
296,3483.509,239.778,2172,4292,2091881218,198047926
297,3786.837,262.526,1957,4760,2274032587,215293026
298,4521.457,230.018,3471,5485,2715179361,257058401
299,4056.024,403.806,2147,4953,2435682080,230597120
300,4016.572,295.203,2235,5573,2411990878,228354166
301,3525.402,675.275,2093,5054,2117038421,200429673
302,3554.123,232.597,2119,5346,2134285970,202062577
303,3922.733,249.588,2036,5251,2355639930,223019165
304,3772.933,161.327,3015,4323,2265683184,214502550
305,3925.334,287.539,2414,4714,2357201659,223167021
306,3927.378,215.979,2774,4455,2358429064,223283225
307,3920.803,139.488,3388,4522,2354480833,222909428
308,3955.952,147.726,3282,4510,2375588078,224907747
309,3495.826,234.697,2180,4321,2099277609,198748176
310,3922.616,200.112,3183,4634,2355569130,223012462
311,4305.779,218.875,3509,5321,2585662281,244796429
312,4564.192,153.578,3859,5222,2740842190,259488018
313,3204.432,238.6,2532,3980,1924292949,182181581
314,4559.642,194.274,3873,5308,2738109671,259229318
315,3556.414,241.092,2646,4347,2135661461,202192801
316,4103.486,214.817,3305,5325,2464183539,233295483
317,4825.322,376.02,3653,5865,2897653456,274334055
318,4013.7,175.549,3289,4623,2410266487,228190910
319,3270.447,181.742,2773,3740,1963935491,185934721
320,4461.306,198.582,3753,5142,2679057913,253638619
321,4177.563,222.095,3387,5015,2508667371,237506970
322,3756.705,234.212,2968,4614,2255938444,213579971
323,4193.272,178.161,3469,4849,2518100919,238400087
324,5271.535,242.958,4367,6216,3165608639,299702593
325,3539.646,164.528,2888,4167,2125592324,201239510
326,4733.784,181.832,4163,5683,2842683660,269129814
327,3886.382,221.732,3105,4655,2333810306,220952455
328,3646.329,217.259,2875,4354,2189656580,207304765
329,4538.677,148.567,3852,5083,2725520228,258037418
330,4765.574,214.472,3890,5544,2861773784,270937163
331,3713.591,130.742,3010,4303,2230047665,211128773
332,4278.326,241.276,3575,5189,2569176986,243235691
333,4203.22,211.458,2265,4899,2524074900,238965671
334,3977.457,242.657,3127,4731,2388501928,226130360
335,5112.762,293.605,3659,6191,3070263961,290675878
336,4774.32,264.757,3921,5689,2867026104,271434424
337,4443.542,224.633,3556,5220,2668390834,252628718
338,3917.861,118.361,3401,4432,2352713949,222742149
339,4052.836,437.956,1817,4828,2433767722,230415879
340,4169.283,275.021,2174,4929,2503695433,237036254
341,4434.555,258.468,3708,5690,2662993555,252117733
342,4684.351,218.37,3667,5520,2812998937,266319426
343,4468.813,395.47,1993,5510,2683565777,254065399
344,4111.161,253.749,3299,4921,2468792507,233731835
345,4374.88,613.982,1866,5456,2627158203,248725037
346,4521.453,474.266,2133,5470,2715177111,257058188
347,3401.642,259.81,1941,4438,2042719245,193393538
348,3164.394,440.247,2538,6056,1900249647,179905292
349,4803.186,1115.901,2072,7544,2884360571,273075557
350,3118.425,270.063,2239,3860,1872644701,177291806
351,2660.924,332.085,1677,3373,1597911140,151281528
352,3596.936,879.424,1680,7416,2159995306,204496597
